loss
6.974252700805664062e+00
6.732542037963867188e+00
6.910497665405273438e+00
6.649900436401367188e+00
6.775672435760498047e+00
6.058873653411865234e+00
6.266831398010253906e+00
6.394040107727050781e+00
6.459618568420410156e+00
5.731397628784179688e+00
5.648368358612060547e+00
5.363018989562988281e+00
5.249754905700683594e+00
5.087564945220947266e+00
5.467974662780761719e+00
5.355360031127929688e+00
4.842225074768066406e+00
4.788091659545898438e+00
4.848492622375488281e+00
4.779765129089355469e+00
4.817912101745605469e+00
4.382127761840820312e+00
4.409470081329345703e+00
4.542162895202636719e+00
4.032778739929199219e+00
4.324151992797851562e+00
4.074764728546142578e+00
4.397307395935058594e+00
4.097154617309570312e+00
4.048609733581542969e+00
4.048951625823974609e+00
4.174633979797363281e+00
4.576504707336425781e+00
4.210570335388183594e+00
4.089563369750976562e+00
4.375435829162597656e+00
4.305459022521972656e+00
3.836240291595458984e+00
4.038245677947998047e+00
4.258535385131835938e+00
4.200753211975097656e+00
3.862779617309570312e+00
4.259930610656738281e+00
4.285915374755859375e+00
3.895175933837890625e+00
4.159059524536132812e+00
4.058459758758544922e+00
4.032917022705078125e+00
4.189022541046142578e+00
4.060338020324707031e+00
4.162355422973632812e+00
3.738846778869628906e+00
4.011225223541259766e+00
3.820098876953125000e+00
4.155322074890136719e+00
3.843984603881835938e+00
4.015256881713867188e+00
4.026961326599121094e+00
3.721713781356811523e+00
3.793803691864013672e+00
3.594871282577514648e+00
4.155741691589355469e+00
3.661653041839599609e+00
3.966627120971679688e+00
3.510254859924316406e+00
3.854711055755615234e+00
3.709379911422729492e+00
3.601584434509277344e+00
3.681932926177978516e+00
3.948372840881347656e+00
3.871841669082641602e+00
3.895447731018066406e+00
4.037889003753662109e+00
3.556676387786865234e+00
4.015147209167480469e+00
3.748631954193115234e+00
3.530815362930297852e+00
3.873583316802978516e+00
3.960044860839843750e+00
3.575223207473754883e+00
3.832540512084960938e+00
3.810478210449218750e+00
3.527539253234863281e+00
3.907501935958862305e+00
4.013419151306152344e+00
4.338298797607421875e+00
4.013870239257812500e+00
3.797417640686035156e+00
3.590000629425048828e+00
3.872514724731445312e+00
4.322433471679687500e+00
4.012586593627929688e+00
3.691475629806518555e+00
4.331383705139160156e+00
4.034792900085449219e+00
3.898221969604492188e+00
3.521324157714843750e+00
3.288550376892089844e+00
3.660608768463134766e+00
