loss
9.631453752517700195e-01
1.036369204521179199e+00
9.398199319839477539e-01
9.712318778038024902e-01
9.181393980979919434e-01
9.824156761169433594e-01
9.006568193435668945e-01
8.594158887863159180e-01
8.567544221878051758e-01
8.526855707168579102e-01
8.123559951782226562e-01
8.697291016578674316e-01
8.423184156417846680e-01
7.844088673591613770e-01
8.196781873703002930e-01
7.241975069046020508e-01
7.647348642349243164e-01
6.556850671768188477e-01
6.547489166259765625e-01
6.600821018218994141e-01
6.829263567924499512e-01
7.096326351165771484e-01
7.083996534347534180e-01
6.709285974502563477e-01
6.675098538398742676e-01
6.376373767852783203e-01
7.321438193321228027e-01
6.110312342643737793e-01
6.384681463241577148e-01
6.982539892196655273e-01
7.023485302925109863e-01
7.056581974029541016e-01
6.966876983642578125e-01
6.980209946632385254e-01
7.164778709411621094e-01
6.448959112167358398e-01
6.931023001670837402e-01
6.941665410995483398e-01
6.691440343856811523e-01
6.562122106552124023e-01
6.372188329696655273e-01
6.522487998008728027e-01
6.708791255950927734e-01
6.914582848548889160e-01
6.194931864738464355e-01
6.525108218193054199e-01
6.871739625930786133e-01
6.261935234069824219e-01
6.638340950012207031e-01
7.290294170379638672e-01
6.434927582740783691e-01
6.244647502899169922e-01
6.562947034835815430e-01
6.163351535797119141e-01
6.604838967323303223e-01
6.556141972541809082e-01
6.717574596405029297e-01
6.335079669952392578e-01
6.843669414520263672e-01
6.278967261314392090e-01
6.065454483032226562e-01
6.620214581489562988e-01
6.563665270805358887e-01
6.292639970779418945e-01
6.950680017471313477e-01
6.307854652404785156e-01
6.830989122390747070e-01
6.044022440910339355e-01
6.385476589202880859e-01
6.375077962875366211e-01
6.626596450805664062e-01
6.804088354110717773e-01
6.797550320625305176e-01
5.532901287078857422e-01
6.598019599914550781e-01
6.646010875701904297e-01
6.408263444900512695e-01
6.198832988739013672e-01
6.219866275787353516e-01
6.790080070495605469e-01
6.428984403610229492e-01
6.045955419540405273e-01
5.548513531684875488e-01
6.499956846237182617e-01
6.252216100692749023e-01
6.039760708808898926e-01
5.902563333511352539e-01
6.239296793937683105e-01
5.604844093322753906e-01
6.438594460487365723e-01
6.579576134681701660e-01
5.699046254158020020e-01
5.997453927993774414e-01
6.254706382751464844e-01
5.713840723037719727e-01
6.018531322479248047e-01
5.674840211868286133e-01
5.355751514434814453e-01
6.294896006584167480e-01
5.559578537940979004e-01
5.895447731018066406e-01
5.332394838333129883e-01
5.574665069580078125e-01
5.787892341613769531e-01
5.058934092521667480e-01
5.635000467300415039e-01
5.093261599540710449e-01
5.109628438949584961e-01
4.557874500751495361e-01
5.632063746452331543e-01
4.766935706138610840e-01
5.311513543128967285e-01
5.134139060974121094e-01
4.901131987571716309e-01
4.892541170120239258e-01
4.617872834205627441e-01
5.189619064331054688e-01
4.482648372650146484e-01
4.629154205322265625e-01
5.262235403060913086e-01
4.059380292892456055e-01
4.903869926929473877e-01
4.632970988750457764e-01
4.634443819522857666e-01
4.272329807281494141e-01
4.614317119121551514e-01
4.583545327186584473e-01
4.603432416915893555e-01
3.811448812484741211e-01
4.461882114410400391e-01
4.280490279197692871e-01
4.279990792274475098e-01
3.971775174140930176e-01
4.688755273818969727e-01
4.449201524257659912e-01
4.412347674369812012e-01
4.582123756408691406e-01
4.094682931900024414e-01
4.355753660202026367e-01
4.607632160186767578e-01
4.434492290019989014e-01
4.462995529174804688e-01
4.698324203491210938e-01
4.082287251949310303e-01
3.970987796783447266e-01
4.702103137969970703e-01
4.164657592773437500e-01
4.293884634971618652e-01
4.066148996353149414e-01
3.623400330543518066e-01
4.324435591697692871e-01
3.972690701484680176e-01
4.557746350765228271e-01
4.258731305599212646e-01
4.503296613693237305e-01
4.499101936817169189e-01
3.766765594482421875e-01
4.473797678947448730e-01
4.046045541763305664e-01
4.256200492382049561e-01
3.898485600948333740e-01
4.946365952491760254e-01
4.013811349868774414e-01
4.687436819076538086e-01
4.737127125263214111e-01
4.822585582733154297e-01
4.142230153083801270e-01
4.550514221191406250e-01
4.476500451564788818e-01
3.958682119846343994e-01
4.729934930801391602e-01
3.648324608802795410e-01
4.052060842514038086e-01
4.010122418403625488e-01
4.161362051963806152e-01
